Timestamp,Source_Sat,Source_IP,Interface,Destination_Network,Next_Hop_IP
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.28.12/30,192.168.11.122
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.27.188/30,192.168.11.122
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.1.12/30,192.168.11.122
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.1.8/30,192.168.11.122
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.28.172/30,192.168.11.122
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.11.116/30,192.168.11.122
103020,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.11.112/30,192.168.11.122
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.30.52/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.4.40/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.19.68/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.10.220/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.28.12/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.27.188/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.1.12/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.1.8/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.28.172/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.11.116/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.11.112/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.11.120/30,192.168.26.90
103020,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.26.144/30,192.168.26.90
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.26.84/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.26.88/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.26.144/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.11.120/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.11.112/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.11.116/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.28.172/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.1.8/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.1.12/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.27.188/30,192.168.10.221
103020,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.28.12/30,192.168.10.221
103020,STARLINK-1816,192.168.19.69,STL-1816-eth2,192.168.30.52/30,192.168.19.70
103020,STARLINK-1816,192.168.19.69,STL-1816-eth2,192.168.4.40/30,192.168.19.70
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.26.84/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.26.88/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.26.144/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.11.120/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.11.112/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.11.116/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.28.172/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.1.8/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.1.12/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.27.188/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.28.12/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.10.220/30,192.168.4.41
103020,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.19.68/30,192.168.4.41
103020,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.26.84/30,192.168.11.114
103020,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.26.88/30,192.168.11.114
103020,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.26.144/30,192.168.11.114
103020,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.11.120/30,192.168.11.114
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.30.52/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.4.40/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.19.68/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.10.220/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.28.12/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.27.188/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.1.12/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.1.8/30,192.168.11.118
103020,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.28.172/30,192.168.11.118
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.30.52/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.4.40/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.19.68/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.10.220/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.28.12/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.27.188/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.1.12/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.1.8/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.28.172/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.11.116/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.11.112/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.11.120/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.26.144/30,192.168.26.85
103020,STARLINK-2159,192.168.26.86,STL-2159-eth1,192.168.26.88/30,192.168.26.85
103020,STARLINK-1511,192.168.11.122,STL-1511-eth1,192.168.26.84/30,192.168.11.121
103020,STARLINK-1511,192.168.11.122,STL-1511-eth1,192.168.26.88/30,192.168.11.121
103020,STARLINK-1511,192.168.11.122,STL-1511-eth1,192.168.26.144/30,192.168.11.121
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.30.52/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.4.40/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.19.68/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.10.220/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.28.12/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.27.188/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.1.12/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.1.8/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.28.172/30,192.168.11.113
103020,STARLINK-1511,192.168.11.114,STL-1511-eth0,192.168.11.116/30,192.168.11.113
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.26.84/30,192.168.1.10
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.26.88/30,192.168.1.10
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.26.144/30,192.168.1.10
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.11.120/30,192.168.1.10
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.11.112/30,192.168.1.10
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.11.116/30,192.168.1.10
103020,STARLINK-1054,192.168.1.9,STL-1054-eth0,192.168.28.172/30,192.168.1.10
103020,STARLINK-1054,192.168.1.13,STL-1054-eth1,192.168.30.52/30,192.168.1.14
103020,STARLINK-1054,192.168.1.13,STL-1054-eth1,192.168.4.40/30,192.168.1.14
103020,STARLINK-1054,192.168.1.13,STL-1054-eth1,192.168.19.68/30,192.168.1.14
103020,STARLINK-1054,192.168.1.13,STL-1054-eth1,192.168.10.220/30,192.168.1.14
103020,STARLINK-1054,192.168.1.13,STL-1054-eth1,192.168.28.12/30,192.168.1.14
103020,STARLINK-1054,192.168.1.13,STL-1054-eth1,192.168.27.188/30,192.168.1.14
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.26.84/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.26.88/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.26.144/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.11.120/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.11.112/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.11.116/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.28.172/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.1.8/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.1.12/30,192.168.28.13
103020,STARLINK-1471,192.168.28.14,STL-1471-eth4,192.168.27.188/30,192.168.28.13
103020,STARLINK-1471,192.168.10.221,STL-1471-eth1,192.168.30.52/30,192.168.10.222
103020,STARLINK-1471,192.168.10.221,STL-1471-eth1,192.168.4.40/30,192.168.10.222
103020,STARLINK-1471,192.168.10.221,STL-1471-eth1,192.168.19.68/30,192.168.10.222
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.26.84/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.26.88/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.26.144/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.11.120/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.11.112/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.11.116/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.28.172/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.1.8/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.1.12/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.27.188/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.28.12/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.10.220/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.19.68/30,192.168.30.53
103020,STARLINK-1791,192.168.30.54,STL-1791-eth2,192.168.4.40/30,192.168.30.53
103020,STARLINK-2431,192.168.11.118,STL-2431-eth0,192.168.26.84/30,192.168.11.117
103020,STARLINK-2431,192.168.11.118,STL-2431-eth0,192.168.26.88/30,192.168.11.117
103020,STARLINK-2431,192.168.11.118,STL-2431-eth0,192.168.26.144/30,192.168.11.117
103020,STARLINK-2431,192.168.11.118,STL-2431-eth0,192.168.11.120/30,192.168.11.117
103020,STARLINK-2431,192.168.11.118,STL-2431-eth0,192.168.11.112/30,192.168.11.117
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.30.52/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.4.40/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.19.68/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.10.220/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.28.12/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.27.188/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.1.12/30,192.168.28.174
103020,STARLINK-2431,192.168.28.173,STL-2431-eth2,192.168.1.8/30,192.168.28.174
103020,STARLINK-1062,192.168.28.174,STL-1062-eth2,192.168.26.84/30,192.168.28.173
103020,STARLINK-1062,192.168.28.174,STL-1062-eth2,192.168.26.88/30,192.168.28.173
103020,STARLINK-1062,192.168.28.174,STL-1062-eth2,192.168.26.144/30,192.168.28.173
103020,STARLINK-1062,192.168.28.174,STL-1062-eth2,192.168.11.120/30,192.168.28.173
103020,STARLINK-1062,192.168.28.174,STL-1062-eth2,192.168.11.112/30,192.168.28.173
103020,STARLINK-1062,192.168.28.174,STL-1062-eth2,192.168.11.116/30,192.168.28.173
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.30.52/30,192.168.1.9
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.4.40/30,192.168.1.9
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.19.68/30,192.168.1.9
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.10.220/30,192.168.1.9
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.28.12/30,192.168.1.9
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.27.188/30,192.168.1.9
103020,STARLINK-1062,192.168.1.10,STL-1062-eth0,192.168.1.12/30,192.168.1.9
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.26.84/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.26.88/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.26.144/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.11.120/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.11.112/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.11.116/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.28.172/30,192.168.1.13
103020,STARLINK-2380,192.168.1.14,STL-2380-eth0,192.168.1.8/30,192.168.1.13
103020,STARLINK-2380,192.168.27.189,STL-2380-eth2,192.168.30.52/30,192.168.27.190
103020,STARLINK-2380,192.168.27.189,STL-2380-eth2,192.168.4.40/30,192.168.27.190
103020,STARLINK-2380,192.168.27.189,STL-2380-eth2,192.168.19.68/30,192.168.27.190
103020,STARLINK-2380,192.168.27.189,STL-2380-eth2,192.168.10.220/30,192.168.27.190
103020,STARLINK-2380,192.168.27.189,STL-2380-eth2,192.168.28.12/30,192.168.27.190
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.26.84/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.26.88/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.26.144/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.11.120/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.11.112/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.11.116/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.28.172/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.1.8/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.1.12/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.27.188/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.28.12/30,192.168.19.69
103021,STARLINK-1152,192.168.19.70,STL-1152-eth4,192.168.10.220/30,192.168.19.69
103021,STARLINK-1152,192.168.4.41,STL-1152-eth3,192.168.30.52/30,192.168.4.42
103021,STARLINK-2160,192.168.26.90,STL-2160-eth1,192.168.26.84/30,192.168.26.89
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.30.52/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.4.40/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.19.68/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.10.220/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.28.12/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.27.188/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.1.12/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.1.8/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.28.172/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.11.116/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.11.112/30,192.168.26.146
103021,STARLINK-2160,192.168.26.145,STL-2160-eth2,192.168.11.120/30,192.168.26.146
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.26.84/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.26.88/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.26.144/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.11.120/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.11.112/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.11.116/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.28.172/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.1.8/30,192.168.27.189
103021,STARLINK-2394,192.168.27.190,STL-2394-eth1,192.168.1.12/30,192.168.27.189
103021,STARLINK-2394,192.168.28.13,STL-2394-eth2,192.168.30.52/30,192.168.28.14
103021,STARLINK-2394,192.168.28.13,STL-2394-eth2,192.168.4.40/30,192.168.28.14
103021,STARLINK-2394,192.168.28.13,STL-2394-eth2,192.168.19.68/30,192.168.28.14
103021,STARLINK-2394,192.168.28.13,STL-2394-eth2,192.168.10.220/30,192.168.28.14
103021,STARLINK-1484,192.168.26.146,STL-1484-eth2,192.168.26.84/30,192.168.26.145
103021,STARLINK-1484,192.168.26.146,STL-1484-eth2,192.168.26.88/30,192.168.26.145
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.30.52/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.4.40/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.19.68/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.10.220/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.28.12/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.27.188/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.1.12/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.1.8/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.28.172/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.11.116/30,192.168.11.122
103021,STARLINK-1484,192.168.11.121,STL-1484-eth0,192.168.11.112/30,192.168.11.122
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.30.52/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.4.40/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.19.68/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.10.220/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.28.12/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.27.188/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.1.12/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.1.8/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.28.172/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.11.116/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.11.112/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.11.120/30,192.168.26.90
103021,STARLINK-2144,192.168.26.89,STL-2144-eth2,192.168.26.144/30,192.168.26.90
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.26.84/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.26.88/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.26.144/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.11.120/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.11.112/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.11.116/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.28.172/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.1.8/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.1.12/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.27.188/30,192.168.10.221
103021,STARLINK-1816,192.168.10.222,STL-1816-eth0,192.168.28.12/30,192.168.10.221
103021,STARLINK-1816,192.168.19.69,STL-1816-eth2,192.168.30.52/30,192.168.19.70
103021,STARLINK-1816,192.168.19.69,STL-1816-eth2,192.168.4.40/30,192.168.19.70
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.26.84/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.26.88/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.26.144/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.11.120/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.11.112/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.11.116/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.28.172/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.1.8/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.1.12/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.27.188/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.28.12/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.10.220/30,192.168.4.41
103021,STARLINK-2312,192.168.4.42,STL-2312-eth0,192.168.19.68/30,192.168.4.41
103021,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.26.84/30,192.168.11.114
103021,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.26.88/30,192.168.11.114
103021,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.26.144/30,192.168.11.114
103021,STARLINK-1478,192.168.11.113,STL-1478-eth0,192.168.11.120/30,192.168.11.114
103021,STARLINK-1478,192.168.11.117,STL-1478-eth1,192.168.30.52/30,192.168.11.118
